"inst","eid","pid","pmid","uptake","proj","exper","exper2","institute","country","submitter","file","first.row.in.file.int","last.row.in.file.int","row.in.file.plot","pub.id","pub.info","lat","long","topo","field","plot","plot.area","treat","rep","rep2","n.ints","t.start.p","t.end.p","dt1","dt.min","dt.max","ct.min","ct.max","meas.tech","meas.tech2","meas.tech.orig","meas.tech.det","j.NH31","j.rel1","e.1","e.4","e.6","e.12","e.24","e.48","e.72","e.96","e.168","e.final","e.cum.1","e.cum.4","e.cum.6","e.cum.12","e.cum.24","e.cum.48","e.cum.72","e.cum.96","e.cum.168","e.cum.final","e.rel.1","e.rel.4","e.rel.6","e.rel.12","e.rel.24","e.rel.48","e.rel.72","e.rel.96","e.rel.168","e.rel.final","clay","silt","sand","oc","soil.type","soil.type2","soil.water","soil.water.v","soil.moist","soil.ph","soil.dens","crop.res","till","air.temp.1","air.temp.4","air.temp.6","air.temp.12","air.temp.24","air.temp.48","air.temp.72","air.temp.96","air.temp.168","air.temp.mn","air.temp.z","soil.temp.1","soil.temp.4","soil.temp.6","soil.temp.12","soil.temp.24","soil.temp.48","soil.temp.72","soil.temp.96","soil.temp.168","soil.temp.mn","soil.temp.surf.1","soil.temp.surf.4","soil.temp.surf.6","soil.temp.surf.12","soil.temp.surf.24","soil.temp.surf.48","soil.temp.surf.72","soil.temp.surf.96","soil.temp.surf.168","soil.temp.surf.mn","soil.temp.z","rad.1","rad.4","rad.6","rad.12","rad.24","rad.48","rad.72","rad.96","rad.168","rad.mn","wind.1","wind.4","wind.6","wind.12","wind.24","wind.48","wind.72","wind.96","wind.168","wind.mn","wind.z","wind.2m.1","wind.2m.4","wind.2m.6","wind.2m.12","wind.2m.24","wind.2m.48","wind.2m.72","wind.2m.96","wind.2m.168","wind.2m.mn","wind.loc","rain.1","rain.4","rain.6","rain.12","rain.24","rain.48","rain.72","rain.96","rain.168","rain.tot","rain.rate.1","rain.rate.4","rain.rate.6","rain.rate.12","rain.rate.24","rain.rate.48","rain.rate.72","rain.rate.96","rain.rate.168","rain.rate.mn","rh.1","rh.4","rh.6","rh.12","rh.24","rh.48","rh.72","rh.96","rh.168","rh.mn","far.loc","man.source","man.source.orig","man.source.det","man.bed","man.con","man.trt1","man.trt2","man.trt3","man.stor","man.dm","man.vs","man.tkn","man.tan","man.vfa","man.tic","man.ua","man.ph","acid","date.start","app.start","app.start.orig","app.end","app.end.orig","app.method","app.method2","app.method.orig","app.rate","tan.app","incorp","incorp.orig","time.incorp","man.area","dist.inj","furrow.z","furrow.w","crop","crop.orig","crop.z","crop.area","lai","notes.plot","flag.plot","app.date"
205,343,1900,1904,3,"eGylle","21C",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx",5,143,5,NA,NA,56.494,9.5606,"Flat","FoulumgårdD","1",0.2,"AER30","1",NA,139,2021-08-11 16:15:00,2021-08-19 08:10:00,1.33,1.33,1.33,1.33,184.87,"Wind tunnel","wt","Wind tunnel",NA,3.4673,0.050833,NA,12.785,16.016,21.006,26.727,30.93,32.759,33.991,36.103,36.32,NA,12.785,16.016,21.006,26.727,30.93,32.759,33.991,36.103,36.32,NA,0.18743,0.23481,0.30797,0.39183,0.45346,0.48027,0.49833,0.52929,0.53247,9,24,65,NA,NA,NA,0.21,NA,NA,5.55,1.38,"Yes","No",NA,19.167,18.625,15.778,16.8,17.408,16.939,16.551,15.633,17.021,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.44127,2,NA,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.44127,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,NA,5.31,NA,2.8,1.9,0.51,NA,NA,7.7,FALSE,2021-08-11,2021-08-11 16:15:00,"11-08-2021 16:15",2021-08-11 16:15:00,"11-08-2021 16:15","bsth","bsth","Band spread or trailing hose",35.9,68.21,"none","None",NA,NA,NA,NA,NA,"stubble","Stubble",10,NA,NA,".","","2021-08-11"
205,343,1901,1905,3,"eGylle","21C",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx",144,282,6,NA,NA,56.494,9.5606,"Flat","FoulumgårdD","2",0.2,"AER25","1",NA,139,2021-08-11 16:23:00,2021-08-19 08:18:00,1.33,1.33,1.33,1.33,184.87,"Wind tunnel","wt","Wind tunnel",NA,3.2433,0.047548,NA,11.454,14.479,19.491,24.68,29.147,31.085,32.3,33.983,34.137,NA,11.454,14.479,19.491,24.68,29.147,31.085,32.3,33.983,34.137,NA,0.16793,0.21227,0.28575,0.36183,0.42731,0.45573,0.47353,0.49821,0.50047,9,24,65,NA,NA,NA,0.21,NA,NA,5.55,1.38,"Yes","No",NA,19.167,18.625,15.778,16.8,17.408,16.939,16.551,15.633,17.021,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.36405,2,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.36405,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,NA,5.31,NA,2.8,1.9,0.51,NA,NA,7.7,FALSE,2021-08-11,2021-08-11 16:23:00,"11-08-2021 16:23",2021-08-11 16:23:00,"11-08-2021 16:23","bsth","bsth","Band spread or trailing hose",35.9,68.21,"none","None",NA,NA,NA,NA,NA,"stubble","Stubble",10,NA,NA,NA,"","2021-08-11"
205,343,1902,1906,3,"eGylle","21C",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx",283,421,7,NA,NA,56.494,9.5606,"Flat","FoulumgårdD","4",0.2,"AER20","1",NA,139,2021-08-11 16:39:00,2021-08-19 08:34:00,1.33,1.33,1.33,1.33,184.87,"Wind tunnel","wt","Wind tunnel",NA,3.4942,0.051226,NA,12.267,15.457,20.359,26.221,30.692,32.729,33.902,35.468,35.6,NA,12.267,15.457,20.359,26.221,30.692,32.729,33.902,35.468,35.6,NA,0.17984,0.2266,0.29847,0.38441,0.44997,0.47983,0.49703,0.51999,0.52192,9,24,65,NA,NA,NA,0.21,NA,NA,5.55,1.38,"Yes","No",NA,19.133,18.2,15.556,16.856,17.442,16.913,16.522,15.608,17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.29786,2,NA,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.29786,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,NA,5.31,NA,2.8,1.9,0.51,NA,NA,7.7,FALSE,2021-08-11,2021-08-11 16:39:00,"11-08-2021 16:39",2021-08-11 16:39:00,"11-08-2021 16:39","bsth","bsth","Band spread or trailing hose",35.9,68.21,"none","None",NA,NA,NA,NA,NA,"stubble","Stubble",10,NA,NA,NA,"","2021-08-11"
205,343,1903,1907,3,"eGylle","21C",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx",422,560,8,NA,NA,56.494,9.5606,"Flat","FoulumgårdD","5",0.2,"AER25","2",NA,139,2021-08-11 16:47:00,2021-08-19 08:42:00,1.33,1.33,1.33,1.33,184.87,"Wind tunnel","wt","Wind tunnel",NA,3.2084,0.047038,NA,11.969,15.741,21.669,28.327,33.113,35.277,36.56,38.35,38.52,NA,11.969,15.741,21.669,28.327,33.113,35.277,36.56,38.35,38.52,NA,0.17547,0.23077,0.31769,0.41529,0.48546,0.51719,0.53599,0.56224,0.56473,9,24,65,NA,NA,NA,0.21,NA,NA,5.55,1.38,"Yes","No",NA,19.133,18.2,15.556,16.856,17.442,16.913,16.522,15.608,17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.36405,2,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.36405,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,NA,5.31,NA,2.8,1.9,0.51,NA,NA,7.7,FALSE,2021-08-11,2021-08-11 16:47:00,"11-08-2021 16:47",2021-08-11 16:47:00,"11-08-2021 16:47","bsth","bsth","Band spread or trailing hose",35.9,68.21,"none","None",NA,NA,NA,NA,NA,"stubble","Stubble",10,NA,NA,NA,"","2021-08-11"
205,343,1904,1908,3,"eGylle","21C",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx",561,699,9,NA,NA,56.494,9.5606,"Flat","FoulumgårdD","6",0.2,"AER20","2",NA,139,2021-08-11 16:55:00,2021-08-19 08:50:00,1.33,1.33,1.33,1.33,184.87,"Wind tunnel","wt","Wind tunnel",NA,2.8894,0.04236,NA,10.609,13.613,18.804,24.717,29.076,31.003,32.168,33.868,34.018,NA,10.609,13.613,18.804,24.717,29.076,31.003,32.168,33.868,34.018,NA,0.15554,0.19958,0.27568,0.36237,0.42628,0.45452,0.4716,0.49653,0.49872,9,24,65,NA,NA,NA,0.21,NA,NA,5.55,1.38,"Yes","No",NA,18.667,17.85,15.311,16.794,17.364,16.846,16.486,15.574,16.972,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.29786,2,NA,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.29786,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,NA,5.31,NA,2.8,1.9,0.51,NA,NA,7.7,FALSE,2021-08-11,2021-08-11 16:55:00,"11-08-2021 16:55",2021-08-11 16:55:00,"11-08-2021 16:55","bsth","bsth","Band spread or trailing hose",35.9,68.21,"none","None",NA,NA,NA,NA,NA,"stubble","Stubble",10,NA,NA,NA,"","2021-08-11"
205,343,1905,1909,3,"eGylle","21C",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx",700,838,10,NA,NA,56.494,9.5606,"Flat","FoulumgårdD","8",0.2,"AER30","2",NA,139,2021-08-11 17:11:00,2021-08-19 09:06:00,1.33,1.33,1.33,1.33,184.87,"Wind tunnel","wt","Wind tunnel",NA,3.3361,0.04891,NA,11.913,15.767,21.984,28.477,33.241,35.389,36.7,38.615,38.798,NA,11.913,15.767,21.984,28.477,33.241,35.389,36.7,38.615,38.798,NA,0.17465,0.23115,0.32229,0.41749,0.48733,0.51883,0.53804,0.56612,0.5688,9,24,65,NA,NA,NA,0.21,NA,NA,5.55,1.38,"Yes","No",NA,18.4,17.65,15.189,16.856,17.372,16.852,16.49,15.576,16.975,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.44127,2,NA,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.44127,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,NA,5.31,NA,2.8,1.9,0.51,NA,NA,7.7,FALSE,2021-08-11,2021-08-11 17:11:00,"11-08-2021 17:11",2021-08-11 17:11:00,"11-08-2021 17:11","bsth","bsth","Band spread or trailing hose",35.9,68.21,"none","None",NA,NA,NA,NA,NA,"stubble","Stubble",10,NA,NA,NA,"","2021-08-11"
205,343,1906,1910,3,"eGylle","21C",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx",839,977,11,NA,NA,56.494,9.5606,"Flat","FoulumgårdD","9",0.2,"AER25","3",NA,139,2021-08-11 17:19:00,2021-08-19 09:14:00,1.33,1.33,1.33,1.33,184.87,"Wind tunnel","wt","Wind tunnel",NA,3.5433,0.051947,NA,12.414,15.931,21.771,27.694,31.95,33.884,35.053,36.663,36.812,NA,12.414,15.931,21.771,27.694,31.95,33.884,35.053,36.663,36.812,NA,0.182,0.23355,0.31917,0.40601,0.46841,0.49676,0.5139,0.53751,0.53969,9,24,65,NA,NA,NA,0.21,NA,NA,5.55,1.38,"Yes","No",NA,18.4,17.65,15.189,16.856,17.375,16.872,16.511,15.595,16.995,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.36405,2,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.36405,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,NA,5.31,NA,2.8,1.9,0.51,NA,NA,7.7,FALSE,2021-08-11,2021-08-11 17:19:00,"11-08-2021 17:19",2021-08-11 17:19:00,"11-08-2021 17:19","bsth","bsth","Band spread or trailing hose",35.9,68.21,"none","None",NA,NA,NA,NA,NA,"stubble","Stubble",10,NA,NA,NA,"","2021-08-11"
205,344,1907,1911,3,"eGylle","21D",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx",978,1113,12,NA,NA,56.494,9.5606,"Flat","FoulumgårdD","1",0.2,"AER7","1",NA,136,2021-08-20 10:51:00,2021-08-27 22:46:00,1.33,1.33,1.33,1.33,180.88,"Wind tunnel","wt","Wind tunnel",NA,1.6028,0.022895,NA,7.0495,10.542,15.916,19.535,23.125,25.232,26.647,28.844,29.036,NA,7.0495,10.542,15.916,19.535,23.125,25.232,26.647,28.844,29.036,NA,0.1007,0.15059,0.22735,0.27904,0.33034,0.36043,0.38065,0.41202,0.41477,9,24,65,NA,NA,NA,0.21,NA,NA,5.24,1.38,"Yes","No",NA,16.333,16.6,15.678,13.556,13.333,13.526,14.006,14.646,15.887,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10794,2,NA,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10794,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,NA,4.95,NA,2.8,1.95,0.3,NA,NA,7.9,FALSE,2021-08-20,2021-08-20 10:51:00,"20-08-2021 10:51",2021-08-20 10:51:00,"20-08-2021 10:51","bsth","bsth","Band spread or trailing hose",35.9,70.005,"none","None",NA,NA,NA,NA,NA,"stubble","Stubble",10,NA,NA,NA,"","2021-08-20"
205,344,1908,1912,3,"eGylle","21D",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx",1114,1249,13,NA,NA,56.494,9.5606,"Flat","FoulumgårdD","2",0.2,"AER25","1",NA,136,2021-08-20 10:59:00,2021-08-27 22:54:00,1.33,1.33,1.33,1.33,180.88,"Wind tunnel","wt","Wind tunnel",NA,2.476,0.035369,NA,10.559,14.789,20.416,23.896,27.196,29.174,30.553,32.652,32.86,NA,10.559,14.789,20.416,23.896,27.196,29.174,30.553,32.652,32.86,NA,0.15084,0.21125,0.29163,0.34135,0.38849,0.41674,0.43643,0.46643,0.46939,9,24,65,NA,NA,NA,0.21,NA,NA,5.24,1.38,"Yes","No",NA,16.333,16.6,15.678,13.556,13.333,13.567,14.032,14.654,15.894,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.35619,2,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.35619,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,NA,4.95,NA,2.8,1.95,0.3,NA,NA,7.9,FALSE,2021-08-20,2021-08-20 10:59:00,"20-08-2021 10:59",2021-08-20 10:59:00,"20-08-2021 10:59","bsth","bsth","Band spread or trailing hose",35.9,70.005,"none","None",NA,NA,NA,NA,NA,"stubble","Stubble",10,NA,NA,NA,"","2021-08-20"
205,344,1909,1913,3,"eGylle","21D",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx",1250,1385,14,NA,NA,56.494,9.5606,"Flat","FoulumgårdD","4",0.2,"AER25","2",NA,136,2021-08-20 11:15:00,2021-08-27 23:10:00,1.33,1.33,1.33,1.33,180.88,"Wind tunnel","wt","Wind tunnel",NA,2.4262,0.034657,NA,10.379,14.264,19.524,22.951,26.242,28.128,29.422,31.39,31.58,NA,10.379,14.264,19.524,22.951,26.242,28.128,29.422,31.39,31.58,NA,0.14826,0.20375,0.2789,0.32785,0.37486,0.4018,0.42029,0.4484,0.45111,9,24,65,NA,NA,NA,0.21,NA,NA,5.24,1.38,"Yes","No",NA,16.133,16.45,15.467,13.494,13.3,13.543,14.001,14.616,15.852,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.35619,2,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.35619,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,NA,4.95,NA,2.8,1.95,0.3,NA,NA,7.9,FALSE,2021-08-20,2021-08-20 11:15:00,"20-08-2021 11:15",2021-08-20 11:15:00,"20-08-2021 11:15","bsth","bsth","Band spread or trailing hose",35.9,70.005,"none","None",NA,NA,NA,NA,NA,"stubble","Stubble",10,NA,NA,NA,"","2021-08-20"
205,344,1910,1914,3,"eGylle","21D",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx",1386,1521,15,NA,NA,56.494,9.5606,"Flat","FoulumgårdD","5",0.2,"AER7","2",NA,136,2021-08-20 11:23:00,2021-08-27 23:18:00,1.33,1.33,1.33,1.33,180.88,"Wind tunnel","wt","Wind tunnel",NA,1.2724,0.018175,NA,5.8402,8.5434,12.86,15.903,18.779,20.442,21.607,23.293,23.438,NA,5.8402,8.5434,12.86,15.903,18.779,20.442,21.607,23.293,23.438,NA,0.083426,0.12204,0.1837,0.22717,0.26825,0.29201,0.30865,0.33273,0.3348,9,24,65,NA,NA,NA,0.21,NA,NA,5.24,1.38,"Yes","No",NA,16.133,16.45,15.467,13.494,13.3,13.543,14.001,14.616,15.852,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10794,2,NA,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10794,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,NA,4.95,NA,2.8,1.95,0.3,NA,NA,7.9,FALSE,2021-08-20,2021-08-20 11:23:00,"20-08-2021 11:23",2021-08-20 11:23:00,"20-08-2021 11:23","bsth","bsth","Band spread or trailing hose",35.9,70.005,"none","None",NA,NA,NA,NA,NA,"stubble","Stubble",10,NA,NA,NA,"","2021-08-20"
205,344,1911,1915,3,"eGylle","21D",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx",1522,1657,16,NA,NA,56.494,9.5606,"Flat","FoulumgårdD","6",0.2,"AER25","3",NA,136,2021-08-20 11:31:00,2021-08-27 23:26:00,1.33,1.33,1.33,1.33,180.88,"Wind tunnel","wt","Wind tunnel",NA,2.3131,0.033041,NA,9.3898,13.095,18.785,22.791,26.768,28.984,30.487,32.754,32.979,NA,9.3898,13.095,18.785,22.791,26.768,28.984,30.487,32.754,32.979,NA,0.13413,0.18706,0.26834,0.32557,0.38237,0.41402,0.4355,0.46788,0.4711,9,24,65,NA,NA,NA,0.21,NA,NA,5.24,1.38,"Yes","No",NA,16.233,16.35,15.244,13.472,13.322,13.504,13.972,14.599,15.836,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.35619,2,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.35619,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,NA,4.95,NA,2.8,1.95,0.3,NA,NA,7.9,FALSE,2021-08-20,2021-08-20 11:31:00,"20-08-2021 11:31",2021-08-20 11:31:00,"20-08-2021 11:31","bsth","bsth","Band spread or trailing hose",35.9,70.005,"none","None",NA,NA,NA,NA,NA,"stubble","Stubble",10,NA,NA,NA,"","2021-08-20"
